record_id,timestamp,study_id,extraction_id,citation,first_author,year,doi,country,n_countries,feedstock_category,specific_feedstock,feedstock_single_or_mixed,feedstock_composition,co_amendment,co_amendment_present,co_amendment_class,carbonization_method,carbonization_atmosphere,biochar_modification,modification_present,modification_class,pyrolysis_temp_c,pyrolysis_temp_min_c,pyrolysis_temp_max_c,pyrolysis_temp_reported,residence_time_min,residence_time_reported,particle_size,particle_size_max_mm,particle_size_class,biochar_ph,biochar_ph_sd,biochar_ph_reported,surface_area_m2_g,surface_area_sd,surface_area_reported,ash_content_pct,ash_content_sd,ash_content_reported,functional_groups,functional_groups_std,cec_cmolc_kg,cec_sd,cec_reported,cec_reported_for,experiment_type,soil_type,soil_type_class,contamination_source,target_metals,n_metals,initial_metal_concentration,soil_ph,soil_ph_sd,soil_ph_reported,biochar_application_rate,application_rate_pct_ww,application_rate_t_ha,soil_incubation,soil_incubation_days,plant_growth_period,plant_growth_days,experimental_duration,experimental_duration_days,leafy_vegetable_species,species_common,species_scientific,n_species,edible_part,soil_bioavailability_method,bioavailability_method_std,change_in_soil_bioavailability,plant_metal_conc_control,plant_metal_conc_treated,change_in_plant_metal_uptake,bcf,baf,tf,hq,hi,cr,bcf_reported,baf_reported,tf_reported,health_risk_reported,immobilization_mechanism,mechanism_std,main_findings,randomization_reported,replication_reported,control_treatment_present,biochar_characterization_adequate,statistical_analysis_reported,overall_risk_of_bias,reviewer_initials
42,2026-07-20 11:06:30,31,31-3,Nawab et al. 2024,Nawab,2024,10.1080/15226514.2024.2357640,Pakistan,1,Husk,Rice husk,Single,Rice husk,None,No,None,Slow pyrolysis,Oxygen-limited,None,No,None,500,500,500,500,360,360.0,<2.0 mm,2,Sieved,8.2,,8.2,,,NR,,,NR,NR,NR,,,NR,NR,Pot,Industrially contaminated topsoil,Industrial,Naturally contaminated,Cd; Cr; Cu; Ni; Pb; Zn,6,Cr = 522 mg /kg; Zn = 831 mg /kg; Pb = 610 mg /kg; Cu = 719 mg /kg; Ni = 251 mg /kg; Cd = 16.5 mg /kg,6.7,,6.7,3% (w/w),3,,NR,,NR,,NR,,Coriander (Coriandrum sativum),Coriander,Coriandrum sativum,1,Shoot (leaves),"Extraction with 0.05 M EDTA-Na2, 0.01 M CaCl2 and 0.1 M triethanolamine, followed by ICP-MS analysis",CaCl2; EDTA,bioavailable concentrations decreased from the control to RHB 3% as follows: Cr 46 → 33 mg /kg (28.26% reduction); Zn 87 → 62 mg /kg (28.74% reduction); Pb 57 → 26 mg /kg (54.39% reduction); Cu 63 → 46 mg /kg (26.98% reduction); Ni 24 → 13 mg /kg (45.83% reduction); Cd 8 → 6 mg /kg (25.00% reduction).,Cr = 25 mg /kg; Zn = 49 mg /kg; Pb = 30 mg /kg; Cu = 35 mg /kg; Ni = 16 mg /kg; Cd = 6 mg /kg.,Cr = 12 mg /kg; Zn = 31 mg /kg; Pb = 17 mg /kg; Cu = 19 mg /kg; Ni = 10 mg /kg; Cd = 3 mg /kg,Cr 52.00% reduction; Zn 36.73% reduction; Pb 43.33% reduction; Cu 45.71% reduction; Ni 37.50% reduction; Cd 50.00% reduction.,NR,Cr = 0.02; Zn = 0.05; Pb = 0.04; Cu = 0.03; Ni = 0.04; Cd = 0.30.,NR,"HQ values were calculated separately for adults and children. HQ values for Cr, Zn, Pb, Cu and Ni remained <1, whereas Cd remained >1.","Reported to decrease relative to the control. Adult HI remained <1, whereas child HI remained slightly >1 because of Cd exposure. A treatment-specific numerical HI value for RHB 3% was not explicitly reported.","Carcinogenic risk (Cr, Pb and Cd) decreased compared with the control but treatment-specific numerical CR values for RHB 3% were not explicitly tabulated.",No,Yes,No,Yes,"Rice husk biochar increased soil pH, promoted adsorption and surface complexation of metals, enhanced ion exchange, and reduced extractable metal fractions, thereby decreasing metal bioavailability and accumulation in coriander.",Increased soil pH; Adsorption; Surface complexation; Ion exchange,"Application of 3% rice husk biochar increased soil pH from 6.7 to 7.9 and increased coriander biomass to 11.1 g, representing a 56.3% increase compared with the control (7.1 g). It reduced the bioavailable and plant concentrations of Cr, Zn, Pb, Cu, Ni and Cd. The reported concentration-index values for RHB 3% were Cr = 0.48, Zn = 0.63, Pb = 0.57, Cu = 0.54, Ni = 0.63, and Cd = 0.50. Although effective, RHB 3% was generally less effective than OPB 3% and the composite biochar.",Yes,Yes,Yes,No,Yes,Low,Nelson
43,2026-07-20 11:31:08,31,31-4,Nawab et al. 2024,Nawab,2024,10.1080/15226514.2024.2357640,Pakistan,1,Mixed,Wheat straw + orange peel + rice husk,Mixed,Wheat straw biochar: Orange peel biochar: Rice husk biochar = 1:1:1,None,No,None,Slow pyrolysis,N2,Composite prepared by physically mixing the three individual biochars after pyrolysis,Yes,Physical composite,500,500,500,500,360,360.0,<2.0 mm,2,Sieved,,,NR,,,NR,,,NR,NR,NR,,,NR,NR,Pot,Industrially contaminated topsoil,Industrial,Naturally contaminated,Cd; Cr; Cu; Ni; Pb; Zn,6,Cr = 522 mg /kg; Zn = 831 mg /kg; Pb = 610 mg /kg; Cu = 719 mg /kg; Ni = 251 mg /kg; Cd = 16.5 mg /kg,6.7,,6.7,3% (w/w),3,,NR,,NR,,NR,,Coriander (Coriandrum sativum),Coriander,Coriandrum sativum,1,Shoot (leaves),"Extraction using 0.05 M EDTA-Na2 + 0.01 M CaCl2 + 0.1 M triethanolamine, followed by ICP-MS analysis",CaCl2; EDTA,Cr 46 → 15 mg /kg (67.39% reduction); Zn 87 → 24 mg /kg (72.41% reduction); Pb 57 → 14 mg /kg (75.44% reduction); Cu 63 → 22 mg /kg (65.08% reduction); Ni 24 → 5 mg /kg (79.17% reduction); Cd 8 → 4 mg /kg (50.00% reduction),Cr = 25 mg /kg; Zn = 49 mg /kg; Pb = 30 mg /kg; Cu = 35 mg /kg; Ni = 16 mg /kg; Cd = 6 mg /kg.,Cr = 5 mg /kg; Zn = 21 mg /kg; Pb = 10 mg /kg; Cu = 11 mg /kg; Ni = 4 mg /kg; Cd = 2 mg /kg,Calculated from reported plant concentrations: Cr 80.00% reduction; Zn 57.14% reduction; Pb 66.67% reduction; Cu 68.57% reduction; Ni 75.00% reduction; Cd 66.67% reduction. The article also reports an overall composite-biochar reduction range of 42.6-79.6% across metals.,NR,Cr = 0.01; Zn = 0.04; Pb = 0.04; Cu = 0.03; Ni = 0.03; Cd = 0.31.,NR,"HQ values for Cr, Zn, Pb, Cu and Ni were <1, whereas Cd remained >1.",Children: 0.467; Adults: 0.311.,CR decreased substantially compared with the control. The paper reports the lowest Cd cancer-risk values for CB 3% (Adults: 7.63 x 10-7; Children: 1.15 x 10-6).,No,Yes,No,Yes,"The composite biochar reduced heavy-metal mobility by increasing soil pH, promoting adsorption, electrostatic interactions, ion exchange and surface complexation, thereby reducing bioavailable metal fractions and plant uptake. The authors attribute its superior performance to the synergistic effects of combining the three agro-waste-derived biochars.",Increased soil pH; Adsorption; Surface complexation; Ion exchange; Electrostatic interaction,"3% composite biochar was the best-performing treatment. Soil pH increased from 6.7 to 8.2, and coriander biomass increased from 7.1 g to 12.9 g (81.6% increase). It produced the greatest reductions in soil bioavailability, plant metal concentrations, ecological risk, human-health risk, and cancer risk among all biochar treatments. Reported CI values were Cr 0.20, Zn 0.42, Pb 0.31, Cu 0.31, Ni 0.26, and Cd 0.32. PERI decreased from 565 (control) to 229, and contamination degree decreased from 57.8 to 28.2.",Yes,Yes,Yes,No,Yes,Low,Nelson
44,2026-07-20 12:09:44,32,32-1,Gonzaga et al. 2019,Gonzaga,2019,10.1016/j.ecoenv.2019.109557,Brazil,1,Husk,Coconut husk,Single,Coconut husk,None,No,None,Slow pyrolysis,NR,None,No,None,500,500,500,500,,NR,2.0 mm,2,Sieved,10.6,,10.6,122,,122.0,10.8,,10.8,NR,NR,69.7,,69.7,biochar,Pot,Ultisol,Agricultural,Artificially spiked,Cu,1,Native soil Cu = 60 mg /kg; soil was subsequently spiked with 100 mg Cu /kg as CuSO4 before incubation.,4.55,,4.55,60 t /ha (75 g /pot),,60,60 days,60,60 days,60,120 days,120,Mustard (Brassica juncea),Mustard,Brassica juncea,1,Shoot (leaves),NR,NR,NR,85.6 mg Cu /kg shoot dry weight,58.2 mg Cu /kg shoot dry weight,32% reduction in shoot Cu concentration relative to the control,NR,NR,NR,NR,NR,NR,No,No,No,No,"Coconut husk biochar reduced Cu uptake primarily through increased soil pH, high cation exchange capacity, large BET surface area, high water-holding capacity, adsorption onto biochar surfaces, and improved stomatal regulation that enhanced water-use efficiency while limiting excessive Cu uptake. The authors also attributed Cu retention to the lignocellulosic nature of coconut-derived biochar, which provides greater adsorption capacity under the applied pyrolysis conditions.",Increased soil pH; Adsorption; Ion exchange; Increased CEC; Pore filling / surface area,"Application of 60 t /ha coconut husk biochar produced the greatest biomass among the coconut treatments (approximately 7.8 g plant-1, about 232% higher than the control), increased photosynthetic rate, instantaneous water-use efficiency, intrinsic water-use efficiency and instantaneous carboxylation efficiency, and reduced shoot Cu concentration by 32%. Nevertheless, shoot Cu remained 58.2 mg /kg, exceeding the food safety reference of 30 mg /kg, indicating that although coconut biochar substantially alleviated Cu uptake, it did not reduce shoot Cu to a level considered safe for human consumption.",Yes,Yes,Yes,Yes,Yes,Very low,Nelson
45,2026-07-20 12:17:02,32,32-2,Gonzaga et al. 2019,Gonzaga,2019,10.1016/j.ecoenv.2019.109557,Brazil,1,Fruit processing waste,Orange bagasse,Single,Orange bagasse,None,No,None,Slow pyrolysis,NR,None,No,None,500,500,500,500,,NR,2.0 mm,2,Sieved,10,,10.0,99,,99.0,16.1,,16.1,NR,NR,63.5,,63.5,biochar,Pot,Ultisol,Agricultural,Artificially spiked,Cu,1,Native soil Cu = 60 mg /kg; soil was subsequently spiked with 100 mg Cu /kg as CuSO4 before incubation.,4.55,,4.55,30 t /ha (37.5 g /pot),,30,60 days,60,60 days,60,120 days,120,Mustard (Brassica juncea),Mustard,Brassica juncea,1,Shoot (leaves),NR,NR,NR,85.6 mg Cu /kg shoot dry weight,42.2 mg Cu /kg shoot dry weight,51% reduction in shoot Cu concentration relative to the control,NR,NR,NR,NR,NR,NR,No,No,No,No,"Orange shell biochar reduced Cu accumulation primarily through adsorption of Cu onto biochar surfaces, increased soil pH, high cation exchange capacity, alkaline ash components, and improved soil conditions that enhanced plant physiological performance. The authors also suggest that biochar-mediated improvements in water-use efficiency and photosynthetic performance contributed to reduced Cu stress and lower Cu accumulation in shoots",Increased soil pH; Adsorption; Ion exchange; Increased CEC,"Application of 30 t /ha orange shell biochar significantly increased shoot biomass to approximately 5.8 g plant-1 (about 145% greater than the control) while producing the lowest shoot Cu concentration among all treatments (42.2 mg /kg), corresponding to a 51% reduction relative to the control. It also increased photosynthetic rate, water-use efficiency (approximately 68%) and intrinsic water-use efficiency (approximately 108%). Despite the substantial reduction in Cu accumulation, shoot Cu concentration remained above the recommended food safety limit of 30 mg /kg, indicating that the treatment reduced but did not eliminate the potential food-safety risk.",Yes,Yes,Yes,Yes,Yes,Very low,Nelson
46,2026-07-20 12:33:07,33,33-1,Boostani et al. 2018,Boostani,2018,10.1007/s11356-018-3760-x,Iran,1,Husk,Rice husk,Single,Rice husk,None,No,None,Slow pyrolysis,NR,None,No,None,550,550,550,550,240,240.0,2.0 mm,2,Sieved,10.7,,10.7,,,NR,,,NR,NR,NR,,,NR,NR,Pot,Calcareous silt loam,Agricultural,Artificially spiked,Ni,1,"Native soil total Ni = 58 mg /kg; experimental Ni treatments = 0, 150 and 300 mg Ni /kg soil",7.8,,7.8,2.5% (w/w),2.5,,2 weeks,14,8 weeks,56,10 weeks,70,Spinach (Spinacia oleracea),Spinach,Spinacia oleracea,1,Shoot (leaves),NR,NR,NR,NR,NR,"Mean Ni uptake for RHB550 = 26.00 ug /pot, representing a 65.2% reduction compared with the control biochar treatment (74.82 ug /pot), as explicitly reported.",NR,NR,NR,NR,NR,NR,No,No,No,No,"The authors attribute Ni immobilization to the high pH of RHB550, which decreases Ni availability in soil. Additional mechanisms discussed include adsorption of heavy metals onto biochar surfaces, increased soil pH, improved soil physical and biological properties, changes in redox conditions, reduced transfer of Ni to shoots, and improved nutrient uptake.",Increased soil pH; Adsorption,"RHB550 was identified as the best-performing treatment. It increased shoot dry matter to 8.15 g /pot (46.8% greater than the control biochar treatment), produced the highest biomass under all biochar treatments, reduced Ni uptake by 65.2%, increased chlorophyll and carotenoid contents, enhanced Fe, Mn and Zn uptake, reduced catalase and guaiacol peroxidase activities, and was considered the most suitable biochar for reducing Ni toxicity and improving spinach growth.",Yes,Yes,Yes,Yes,Yes,Very low,Nelson
47,2026-07-20 12:41:43,33,33-2,Boostani et al. 2018,Boostani,2018,10.1007/s11356-018-3760-x,Iran,1,Pulp,Licorice root pulp,Single,Licorice root pulp,None,No,None,Slow pyrolysis,NR,None,No,None,550,550,550,550,240,240.0,2.0 mm,2,Sieved,9.1,,9.1,,,NR,,,NR,NR,NR,,,NR,NR,Pot,Calcareous silt loam,Agricultural,Artificially spiked,Ni,1,"Native soil total Ni = 58 mg /kg; experimental Ni additions = 0, 150 and 300 mg Ni /kg soil",7.8,,7.8,2.5% (w/w),2.5,,2 weeks,14,8 weeks,56,10 weeks,70,Spinach (Spinacia oleracea),Spinach,Spinacia oleracea,1,Shoot (leaves),NR,NR,NR,NR,NR,"Mean Ni uptake for LRB550 = 31.82 ug /pot, representing a 57.5% reduction compared with the control treatment (74.82 ug /pot). The percentage reduction was calculated from the reported mean uptake values: (74.82-31.82)/74.82x100=57.47.",NR,NR,NR,NR,NR,NR,No,No,No,No,"The authors attribute Ni immobilization to increased soil pH, adsorption of Ni onto biochar surfaces, reduction in Ni bioavailability, improved soil physical and biological properties, enhanced nutrient uptake, and reduced transfer of Ni to spinach shoots. Compared with LRB350, LRB550 performed better because biochar produced at the higher pyrolysis temperature contained more stable carbon and higher nutrient concentrations, resulting in improved plant growth and lower Ni toxicity.",Increased soil pH; Adsorption,"LRB550 significantly improved spinach performance compared with the control by increasing mean shoot dry matter to 6.16 g /pot, reducing mean Ni uptake to 31.82 ug /pot, improving photosynthetic pigments relative to the control, increasing micronutrient uptake, and reducing catalase and guaiacol peroxidase activities. Although RHB550 was the overall best treatment, LRB550 consistently outperformed LRB350 and was identified as the superior licorice root pulp biochar because it provided better biomass production together with substantial alleviation of Ni toxicity.",Yes,Yes,Yes,Yes,Yes,Very low,Nelson
48,2026-07-01 20:52:41,34,34-1,Lan et al. 2023,Lan,2023,10.1007/s11270-023-06300-0,Vietnam,1,Husk,Rice husk,Single,Rice husk,None,No,None,Slow pyrolysis,NR,None,No,None,400,400,400,400,120,120.0,NR,,NR,9,,8.8-9.2,,,NR,,,NR,NR,NR,5.52,,5.5200000000000005,biochar,Pot,Agricultural soil,Agricultural,Artificially spiked,Cd,1,Total Cd = 5.013 mg /kg; Available Cd = 0.048 mg /kg,6.07,,6.07,5% (w/w),5,,NR,,30 days,30,January-September 2022,,Malabar spinach (Basella alba),Malabar spinach,Basella alba,1,Shoot (leaves),DTPA,DTPA,90.18%,0.025 ± 0.002 mg /kg in the roots and 0.015 ± 0.002 mg /kg in the leaf stems.,NR,NR,NR,NR,NR,NR,NR,NR,No,No,No,No,"Electrostatic adsorption, Surface complexation, Precipitation, Si-mediated immobilization; microbial immobilization",Adsorption; Surface complexation; Precipitation; Electrostatic interaction; Microbial immobilization,Rice husk biochar significantly reduced Cd bioavailability and plant uptake while improving soil properties and microbial abundance.,Yes,Yes,Yes,Yes,Yes,Very low,Oscar
49,2026-07-02 18:53:21,34,34-2,Lan et al. 2023,Lan,2023,10.1007/s11270-023-06300-0,Vietnam,1,Husk,Rice husk,Mixed,Rice husk biochar + Trichoderma + Bacillus spp. (Biochar was co-applied with Trichoderma and Bacillus spp.; however the microorganisms were not used to produce the biochar),Bacteria,Yes,Microbial,Slow pyrolysis,NR,None,No,None,400,400,400,400,120,120.0,NR,,NR,9,,8.8-9.2,,,NR,,,NR,NR,NR,5.52,,5.5200000000000005,biochar,Pot,Agricultural soil,Agricultural,Artificially spiked,Cd,1,Total Cd = 5.013 mg /kg; Available Cd = 0.048 mg /kg (DTPA-extractable),6.07,0.01,6.07 +/- 0.01,2.5% (w/w) biochar + microbial inoculants (Trichoderma + Bacillus spp.),2.5,,NR,,30 days,30,January-September 2022,,Malabar spinach (Basella alba),Malabar spinach,Basella alba,1,Shoot (leaves),DTPA,DTPA,98.83%,0.015 ± 0.002 mg /kg,0.001 mg /kg,93.30%,NR,NR,NR,NR,NR,NR,No,No,No,No,"Electrostatic adsorption, Surface complexation, Ion exchange, Precipitation",Adsorption; Surface complexation; Ion exchange; Precipitation; Electrostatic interaction,"The combined application of rice husk biochar with Trichoderma and Bacillus provided greater cadmium immobilization, enhanced beneficial soil microorganisms, improved soil quality, and further reduced cadmium uptake by vine spinach compared with biochar alone",Yes,Yes,Yes,Yes,Yes,Very low,Oscar
50,2026-06-28 14:05:35,35,35-1,Zhang et al. 2026,Zhang,2026,10.1007/s12010-026-05580-6,China,1,Straw,Maize straw,Single,Maize straw,Fe(NO3)3,Yes,Metal/chemical,Slow pyrolysis,NR,Fe,Yes,Fe modified,400,400,400,400,30,30.0,100 mesh (0.149 mm),0.149,Mesh,10.48,,10.48,17.53,,17.53,36.8,,36.8,-OH; Fe-O; aromatic C=C; C-OH; pi-pi,OH; C=C; C-O; Fe-O; pi-pi,15.05,,15.05,biochar,Pot,non-metal-contaminated yellow-brown soil (Alfisols) collected from the top soil layer (0-20 cm) of a field,Agricultural,Artificially spiked,Cd,1,"0,1,2",6.68,,6.68,3%,3,,21 days,21,60 days,60,81 days,81,Lettuce (Lactuca sativa),Lettuce,Lactuca sativa,1,Shoot (leaves),DTPA,DTPA,15-28%,NR,NR,Roots 25-40%; Leaves 33-47%,NR,NR,NR,NR,NR,NR,No,No,No,No,"Surface complexation, Precipitation, Cation-pi interaction",Surface complexation; Precipitation; Cation-pi interaction,"It reduces bioavailable Cd content in soil and shifted Cd speciation from exchangeable forms to Fe/Mn oxide-bound fractions. Additionally, it improved soil fertility, enzyme activities, and enriched Cd-immobilizing bacteria in the soil, promoting lettuce growth and reducing Cd content in roots and leaves.",Yes,Yes,Yes,Yes,Yes,Very low,Oscar
51,2026-06-28 15:54:05,35,35-2,Zhang et al. 2026,Zhang,2026,10.1007/s12010-026-05580-6,China,1,Straw,Maize straw,Single,Maize straw,None,No,None,Slow pyrolysis,NR,None,No,None,400,400,400,400,120,120.0,100 mesh (0.149 mm),0.149,Mesh,9.45,,9.45,7.17,,7.17,20.7,,20.7,-OH; aromatic C=C,OH; C=C,15.05,,15.05,biochar,Pot,non-metal-contaminated yellow-brown soil (Alfisols) collected from the top soil layer (0-20 cm) of a field,Agricultural,Artificially spiked,Cd,1,"0, 1, 2",6.68,,6.68,3% (w/w),3,,21 days,21,60 days,60,81 days,81,Lettuce (Lactuca sativa),Lettuce,Lactuca sativa,1,Shoot (leaves),DTPA,DTPA,NR,NR,NR,Reduced versus control (exact value NR),NR,NR,NR,NR,NR,NR,No,No,No,No,"Surface complexation, Precipitation, Cation-pi interaction",Surface complexation; Precipitation; Cation-pi interaction,Raw biochar improved soil properties and reduced Cd uptake but was less effective than Fe-modified biochar,Yes,Yes,Yes,Yes,Yes,Very low,Oscar
52,2026-07-04 16:28:44,36,36-1,Ma & Liu 2026,Ma,2026,10.1007/s10653-026-03133-8,China,1,Crop residue,Sugarcane bagasse,Single,Sugarcane bagasse,None,No,None,Slow pyrolysis,NR,None,No,None,600,600,600,600,120,120.0,100 mesh (0.149 mm),0.149,Mesh,8.9,,8.9,,,NR,,,NR,-OH (3436 /cm); C=O/C=C (1610 /cm); -CH/C=O (1445 /cm),OH; C=O; C=C; C-H,,,NR,NR,Pot,Red soil,Agricultural,Artificially spiked,Cd; Pb,2,Pb = 225.43 mg/kg; Cd = 2.18 mg/kg,5.57,,5.57,5% (w/w),5,,14 days (pre-immobilization); 60 days remediation,60,60 days,60,60 days,60,Pak choi (Brassica rapa var. chinensis),Pak choi,Brassica rapa var. chinensis,1,Shoot (leaves),DTPA,DTPA,Pb 22.11%; Cd 12.79% reduction,NR,NR,NR,Reported (decreased); numerical value NR,NR,Reported (decreased); numerical value NR,NR,NR,NR,Yes,No,Yes,No,"Electrostatic adsorption, Surface complexation, Precipitation",Adsorption; Surface complexation; Precipitation; Electrostatic interaction,"5% BC reduced Pb/Cd bioavailability and improved pak choi growth, but was less effective than FMBC",No,Yes,Yes,Yes,Yes,Low,Oscar
53,2026-07-04 16:42:03,36,36-2,Ma & Liu 2026,Ma,2026,10.1007/s10653-026-03133-8,China,1,Crop residue,Sugarcane bagasse,Single,Sugarcane bagasse,Fe-Mn modification,Yes,Metal/chemical,Slow pyrolysis,NR,Fe(NO3)3 + KMnO4 impregnation,Yes,Fe-Mn modified,600,600,600,600,120,120.0,100 mesh (0.149 mm),0.149,Mesh,9.96,,9.96,,,NR,,,NR,-OH (3436 /cm); C=O/C=C (1610 /cm); -CH/C=O (1445 /cm); -CH (880 /cm); Fe-O (556 /cm); Mn-O (480 /cm),OH; C=O; C=C; C-H; Fe-O; Mn-O,,,NR,NR,Pot,Red soil,Agricultural,Artificially spiked,Cd; Pb,2,Pb = 225.43 mg/kg; Cd = 2.18 mg/kg,5.57,,5.57,5% (w/w),5,,14 days (pre-immobilization); 60 days remediation,60,60 days,60,60 days,60,Pak choi (Brassica rapa var. chinensis),Pak choi,Brassica rapa var. chinensis,1,Shoot (leaves),DTPA,DTPA,Pb 42.65%; Cd 31.40% reduction,NR,NR,NR,Reported (decreased); numerical value NR,NR,Reported (decreased); numerical value NR,NR,NR,NR,Yes,No,Yes,No,"Surface complexation, Precipitation, Fe/Mn oxide binding; electrostatic interaction",Surface complexation; Precipitation; Electrostatic interaction; Fe/Mn oxide binding,"5% FMBC showed the best remediation, reducing Pb/Cd bioavailability, transforming metals to stable fractions, lowering BCF/TF, and improving plant growth",No,Yes,Yes,Yes,Yes,Low,Oscar
54,2026-07-05 15:40:24,39,39-1,Chang et al. 2025,Chang,2025,10.1016/j.jhazmat.2024.136588,China,1,Shell,Camellia oleifera shell,Single,Camellia oleifera shell,None,No,None,Slow pyrolysis,NR,FeCl3-modified,Yes,FeCl3 modified,300,300,300,300,300,300.0,100 mesh (0.149 mm),0.149,Mesh,,,NR,,,NR,,,NR,"-OH, -COOH, C=C, O-C-O, Fe-O, Mn-O, CO32-",OH; COOH; C=C; C-O; CO3; Fe-O; Mn-O,22.78,,22.78,biochar,Pot,Sewage-irrigated agricultural soil,Wastewater-irrigated,Naturally contaminated,Cd,1,2.82 mg/kg,5.68,,5.68,5%,5,,0 days,0,50 days,50,50 days,50,Lettuce (Lactuca sativa),Lettuce,Lactuca sativa,1,Shoot (leaves),Tessier sequential extraction,Tessier sequential extraction; Sequential extraction,Exchangeable Cd reduced by 32.54%,Root ~0.84; Shoot 0.53 mg/kg,Root ~0.40; Shoot 0.26 mg/kg,Root reduced by 52.38%; Shoot reduced by 50.94%,NR,NR,NR,NR,NR,NR,No,No,No,No,"Adsorption, ion exchange, Fe/Mn oxide precipitation",Adsorption; Ion exchange; Precipitation; Fe/Mn oxide binding,"Fe-modified biochar significantly reduced exchangeable Cd, lowered Cd accumulation in lettuce, and promoted transformation of Cd into more stable fractions, but was less effective than biochar loaded with Azotobacter chroococcum",No,Yes,Yes,Yes,Yes,Low,Oscar
55,2026-07-05 15:50:48,39,39-2,Chang et al. 2025,Chang,2025,10.1016/j.jhazmat.2024.136588,China,1,Shell,Camellia oleifera shell,Single,Camellia oleifera shell,Bacteria,Yes,Microbial,Slow pyrolysis,N2,FeCl3-modified biochar loaded with Azotobacter chroococcum,Yes,Microbially loaded,300,300,300,300,300,300.0,100 mesh (0.149 mm),0.149,Mesh,,,NR,,,NR,,,NR,"-OH, -COOH, C=C, O-C-O, Fe-O, Mn-O, CO32-",OH; COOH; C=C; C-O; CO3; Fe-O; Mn-O,22.78,,22.78,biochar,Pot,Sewage-irrigated agricultural soil,Wastewater-irrigated,Naturally contaminated,Cd,1,2.82 mg Cd/kg,5.68,,5.68,5% (w/w),5,,0 days,0,50 days,50,50 days,50,Lettuce (Lactuca sativa),Lettuce,Lactuca sativa,1,Shoot (leaves),Tessier sequential extraction,Tessier sequential extraction; Sequential extraction,Exchangeable Cd reduced by 47.62%,Root ~0.84 mg/kg; Shoot = 0.53 mg/kg,Root ~0.25 mg/kg; Shoot = 0.18 mg/kg,Root reduced by 70.18%; Shoot reduced by 65.82%,NR,NR,NR,NR,NR,NR,No,No,No,No,"Electrostatic adsorption, Surface complexation, Ion exchange, Fe/Mn oxide precipitation; microbial chelation; nitrogen fixation; transformation of exchangeable Cd into carbonate-, Fe/Mn oxide-, organic-bound and residual fractions",Adsorption; Surface complexation; Ion exchange; Precipitation; Electrostatic interaction; Carbonate precipitation; Fe/Mn oxide binding; Microbial immobilization,"Biochar loaded with Azotobacter chroococcum produced the greatest improvement in lettuce growth, enhanced nitrogen fixation, reduced exchangeable Cd, and achieved the largest reduction in Cd accumulation by promoting both chemical immobilization and microbial stabilization mechanisms",No,Yes,Yes,Yes,Yes,Low,Oscar
56,2026-07-05 10:15:07,40,40-1,Irshad et al. 2024,Irshad,2024,10.1016/j.chemosphere.2024.143184,Pakistan,1,Shell,Peanut shell,Single,Peanut shell,None,No,None,Co-pyrolysis,N2,None,No,None,550,550,550,550,120,120.0,100 mesh (0.149 mm),0.149,Mesh,,,NR,10.4,,10.4,,,NR,-OH (3371 /cm); C=C/C=O (1640 /cm); CH2 (1470 /cm); CH (894 /cm),OH; C=O; C=C; C-H,,,NR,NR,Pot,Agricultural soil,Agricultural,Artificially spiked,Cd; Cu; Pb,3,Cd = 4.4 mg/kg; Pb = 460 mg/kg; Cu = 377.5 mg/kg,,,NR,3% (w/w),3,,56 days,56,60 days,60,116 days (56-day incubation + 60-day growth),116,Spinach (Spinacia oleracea),Spinach,Spinacia oleracea,1,Shoot (leaves),DTPA,DTPA,Cd reduced by 41%; Pb NR; Cu NR,NR,NR,Reported graphically,NR,NR,NR,NR,NR,NR,No,No,No,No,Adsorption; increased soil pH; surface functional groups; transformation of exchangeable metals to stable fractions,Increased soil pH; Adsorption; Functional group binding,"3% pristine biochar reduced Cd uptake and improved spinach growth, but was less effective than Fe-Mg-modified biochar",Yes,Yes,Yes,Yes,Yes,Very low,Oscar
